id,tweet,label
3380,NUM new cases lagos NUM ebonyi NUM edo NUM ondo NUM fct NUM oyo NUM kwara NUM plateau NUM osun NUM bayelsa NUM ekiti NUM katsina NUM akwa ibom NUM kaduna NUM rivers NUM niger NUM ogun NUM kano NUM cross river NUM bauchi NUM NUM confirmed NUM discharged NUM deaths URL,real
3381,NUM NUM pm NUMth april NUM confirmed cases NUM discharged NUM deaths breakdown cases state URL lagos NUM fct NUM osun NUM oyo NUM edo NUM bauchi NUM akwa ibom NUM kaduna NUM ogun NUM enugu NUM ekiti NUM rivers NUM benue NUM ondo NUM kwara NUM,real
3382,acc NUM july NUM total NUM samples tested NUM tests conducted yesterday URL,real
3383,even broader views course pandemic march NUM july NUM first tests URL,real
3384,backtracked released document stating masks efficient protect healthy people covid NUM,fake
3385,pm modi dressed like marriage reception visit hospital recently despite covid NUM pandemic country,fake
3386,nurse komal mishra pune india died due covid NUM treating patients,fake
3387,may seen high death counts sources last days new york city new york state report differently see nyc screenshot use new york state numbers URL URL,real
3388,idh hospital main center sri lanka treating covid NUM patients shortage number essentials,fake
3389,president trump blames coronavirus slitty eyed foreigners muslims new york times URL,fake
3390,chinese intelligence officer reveals coronavirus bioweapon,fake
3391,look one hydroxychloroquine survey bad survey giving people bad shape old almost dead,fake
3392,sharepic states since beginning corona crisis NUM NUM people died NUM NUM children missing,fake
3393,rt false information virus circulating online take steps protect che,fake
3394,may survey public attitudes behaviors amp beliefs regarding recommendations found widespread support stay home orders amp nonessential business closures participants also reported adhering public health guidelines see URL URL,real
3395,covid affects patients cancer differently based type age gender use chemo URL,real
3396,guess children risk unless underlying medical issue,fake
3397,increasing gap recovered amp active cases india may NUM NUM september NUM NUM URL,real
3398,coronavirus patient zero sex bats,fake
3399,cdc offers technical assistance amp resources help inform state amp local school systems work health officials make community based decisions opening k NUM schools pandemic URL URL,real
3400,colorado marijuana shops breaking sales records URL,fake
3401,rt done NUM NUM thousand tests already india capacity perform NUM NUM thousand tests week NUM,real
3402,bill de blasio mayor new york city said would keep schools open infected student found class would take day clean open school,fake
3403,daily update published states reported NUMk cases today third highest number seen country nearing peak level covid NUM patients hospitalized NUMk states reported NUM deaths NUM day average NUM back levels june URL,real
3404,NUM people linked community cluster remain auckland quarantine facility includes NUM people tested positive covid NUM,real
3405,rt continue social distancing wearing washing hands frequently help protect others around,real
3406,aimim chief asaduddin owaisi said nothing like coronavirus government fooling people picture shows hyderabad mp taking corona test,fake
3407,early identification aggressive testing comprehensive surveillance amp contact tracing along focus timely efficient clinical treatment patients ensured high number speedy recoveries,real
3408,video rahul gandhi priyanka vadra gandhi breaking lock regulations,fake
3409,us intervention model data platform projects infections hospitalizations amp deaths amp models public health interventions stop spread help leaders grasp amp covid affect communities make better decisions amp save lives,real
3410,bjp mla suman haripriya assam assembly earlier today believe gau mutra cow urine gobar cow dung could used treat coronavirus,fake
3411,NUM new cases lagos NUM ebonyi NUM oyo NUM ondo NUM ogun NUM edo NUM fct NUM katsina NUM plateau NUM bayelsa NUM kaduna NUM adamawa NUM akwa ibom NUM gombe NUM kano NUM taraba NUM rivers NUM abia NUM ekiti NUM NUM confirmed NUM discharged NUM deaths URL,real
3412,helpless people tablighis poor hindus stranded due lockdown tv chanel discussed,fake
3413,video viewed thousands times multiple posts facebook twitter youtube claim shows chinese police arresting people infected novel coronavirus,fake
3414,main discrepancy new york city new york state reporting presumed covid deaths methods defensible different,real
3415,rt five states maharashtra karnataka andhra pradesh uttar pradesh tamil nadu account NUM total active cases,real
3416,people ukraine forcibly vaccinated new coronavirus,fake
3417,want acknowledge everyone tested also health workforce carrying analysing tests testing continue significant part response covid NUM,real
3418,another place reported numbers likely lower reality az continues reporting problems including dashboard trouble prevented us compiling complete update today URL,real
3419,single politician died lost job worn mask covid NUM pandemic,fake
3420,talk show host jimmy kimmel said year emmy awards taking place virtually pandemic could end beautiful disaster URL,real
3421,latest update NUM new cases covid NUM report managed isolation facilities new zealand today URL,real
3422,coronavirus spreads ecuadorian cities quito guayaquil,fake
3423,NUM new cases lagos NUM enugu NUM plateau NUM fct NUM abia NUM delta NUM bauchi NUM ondo NUM kaduna NUM ogun NUM imo NUM benue NUM katsina NUM taraba NUM edo NUM kwara NUM oyo NUM rivers NUM yobe NUM NUM confirmed NUM discharged NUM deaths URL,real
3424,evidence universal masking critically important slow spread virus URL,real
3425,rt states continue reopen remember maintain healthy habits follow safety guidance wear cloth face coveri,real
3426,brazilian ministry health forbade expression covid NUM suspect used death certificates,fake
3427,stands ready support liberia technical resources help improve country health system maintain basic health services fight URL,real
3428,ca gov urges residents panic buy hoard URL,fake
3429,cdc announces students may kept parents overnight ohio sets covid NUM fema camps,fake
3430,date NUM severe covid NUM patients around world received ecmo part therapy rate survival hospital discharge NUM URL,real
